ui	rmin	rmax	fmin	fmax	
0	-0.3254374313905596	-0.2167428470359444	-0.3979004876269697	-0.3254374313905596	
0.03125	-0.3254374313905596	-0.2167428470359444	-0.3979004876269697	-0.3254374313905596	
0.0625	-0.3254374313905596	-0.2167428470359444	-0.4250741337156235	-0.3254374313905596	
0.09375	-0.3254374313905596	-0.2167428470359444	-0.4250741337156235	-0.3254374313905596	
0.125	-0.3254374313905596	-0.2167428470359444	-0.4250741337156235	-0.3254374313905596	
0.15625	-0.3254374313905596	-0.2167428470359444	-0.4250741337156235	-0.3254374313905596	
0.1875	-0.3254374313905596	-0.2167428470359444	-0.4250741337156235	-0.3254374313905596	
0.21875	-0.3254374313905596	-0.2167428470359444	-0.4250741337156235	-0.3254374313905596	
0.25	-0.3254374313905596	-0.2167428470359444	-0.4250741337156235	-0.3254374313905596	
0.28125	-0.3254374313905596	-0.2167428470359444	-0.4250741337156235	-0.3254374313905596	
0.3125	-0.3254374313905596	-0.2167428470359444	-0.4250741337156235	-0.3254374313905596	
0.34375	-0.3254374313905596	-0.2167428470359444	-0.4250741337156235	-0.3254374313905596	
0.375	-0.3254374313905596	-0.2167428470359444	-0.4250741337156235	-0.3254374313905596	
0.40625	-0.3254374313905596	-0.2167428470359444	-0.4250741337156235	-0.3254374313905596	
0.4375	-0.3254374313905596	-0.2167428470359444	-0.4250741337156235	-0.3254374313905596	
0.46875	-0.3254374313905596	-0.2167428470359444	-0.4250741337156235	-0.3254374313905596	
0.5	-0.3254374313905596	-0.2167428470359444	-0.4250741337156235	-0.3254374313905596	
0.53125	-0.3254374313905596	-0.2167428470359444	-0.4250741337156235	-0.3254374313905596	
0.5625	-0.3254374313905596	-0.2167428470359444	-0.4250741337156235	-0.3254374313905596	
0.59375	-0.3254374313905596	-0.2167428470359444	-0.4250741337156235	-0.3254374313905596	
0.625	-0.3254374313905596	-0.2167428470359444	-0.4250741337156235	-0.3254374313905596	
0.65625	-0.3254374313905596	-0.2167428470359444	-0.4250741337156235	-0.3254374313905596	
0.6875	-0.3254374313905596	-0.2167428470359444	-0.4250741337156235	-0.3254374313905596	
0.71875	-0.3254374313905596	-0.2167428470359444	-0.4250741337156235	-0.3254374313905596	
0.75	-0.3254374313905596	-0.2167428470359444	-0.4250741337156235	-0.3254374313905596	
0.78125	-0.3254374313905596	-0.2167428470359444	-0.4250741337156235	-0.3254374313905596	
0.8125	-0.3254374313905596	-0.2167428470359444	-0.4250741337156235	-0.3254374313905596	
0.84375	-0.3254374313905596	-0.2167428470359444	-0.4160162516860723	-0.3254374313905596	
0.875	-0.3254374313905596	-0.2167428470359444	-0.406958369656521	-0.3254374313905596	
0.90625	-0.3254374313905596	-0.2167428470359444	-0.406958369656521	-0.3254374313905596	
0.9375	-0.3254374313905596	-0.2167428470359444	-0.3979004876269697	-0.3254374313905596	
0.96875	-0.3254374313905596	-0.2167428470359444	-0.3979004876269697	-0.3254374313905596	
1	-0.3254374313905596	-0.2167428470359444	-0.3979004876269697	-0.3254374313905596	
