ui	rmin	rmax	fmin	fmax	
0	-0.1171061447108804	-0.008411560356265224	-0.2167428470359444	-0.1171061447108804	
0.03125	-0.1171061447108804	-0.008411560356265224	-0.2167428470359444	-0.1171061447108804	
0.0625	-0.008411560356265224	-0.1623955548586368	-0.2167428470359444	-0.1614897666556817	
0.09375	-0.008411560356265224	-0.135221908769983	-0.2167428470359444	-0.1349954617192442	
0.125	-0.1171061447108804	-0.1080482626813292	-0.2167428470359444	-0.1171061447108804	
0.15625	-0.1171061447108804	-0.08993249862222663	-0.2167428470359444	-0.1171061447108804	
0.1875	-0.1171061447108804	-0.08087461659267536	-0.2167428470359444	-0.1171061447108804	
0.21875	-0.1171061447108804	-0.0718167345631241	-0.2167428470359444	-0.1171061447108804	
0.25	-0.1171061447108804	-0.0718167345631241	-0.2167428470359444	-0.1171061447108804	
0.28125	-0.1171061447108804	-0.08087461659267536	-0.2167428470359444	-0.1171061447108804	
0.3125	-0.1171061447108804	-0.08087461659267536	-0.2167428470359444	-0.1171061447108804	
0.34375	-0.1171061447108804	-0.08993249862222663	-0.2167428470359444	-0.1171061447108804	
0.375	-0.1171061447108804	-0.08993249862222663	-0.2167428470359444	-0.1171061447108804	
0.40625	-0.1171061447108804	-0.0989903806517779	-0.2167428470359444	-0.1171061447108804	
0.4375	-0.1171061447108804	-0.1080482626813292	-0.2167428470359444	-0.1171061447108804	
0.46875	-0.1171061447108804	-0.1171061447108804	-0.2167428470359444	-0.1171061447108804	
0.5	-0.008411560356265224	-0.1261640267404317	-0.2167428470359444	-0.1260508032150623	
0.53125	-0.008411560356265224	-0.1261640267404317	-0.2167428470359444	-0.1252582385374766	
0.5625	-0.008411560356265224	-0.135221908769983	-0.2167428470359444	-0.1349954617192442	
0.59375	-0.008411560356265224	-0.1442797907995342	-0.2167428470359444	-0.1441665672741649	
0.625	-0.008411560356265224	-0.1442797907995342	-0.2167428470359444	-0.1433740025965791	
0.65625	-0.008411560356265224	-0.1533376728290855	-0.2167428470359444	-0.1530357434281005	
0.6875	-0.008411560356265224	-0.1623955548586368	-0.2167428470359444	-0.1622823313332674	
0.71875	-0.008411560356265224	-0.1623955548586368	-0.2167428470359444	-0.1614897666556817	
0.75	-0.008411560356265224	-0.171453436888188	-0.2167428470359444	-0.1712269898374492	
0.78125	-0.008411560356265224	-0.1805113189177393	-0.2167428470359444	-0.180435836567493	
0.8125	-0.008411560356265224	-0.1805113189177393	-0.2167428470359444	-0.1802093895167543	
0.84375	-0.008411560356265224	-0.1895692009472906	-0.2167428470359444	-0.1895125891846059	
0.875	-0.008411560356265224	-0.1895692009472906	-0.2167428470359444	-0.189116306845813	
0.90625	-0.008411560356265224	-0.1986270829768418	-0.2167428470359444	-0.198497684662134	
0.9375	-0.008411560356265224	-0.1986270829768418	-0.2167428470359444	-0.1977212947738867	
0.96875	-0.008411560356265224	-0.2076849650063931	-0.2167428470359444	-0.2072320709049155	
1	-0.1171061447108804	-0.008411560356265224	-0.2167428470359444	-0.1171061447108804	
