-0.4250741337156235	-0.3104209897157723	
-0.4186803346359403	-0.3118538295811768	
-0.412286535556257	-0.313917928391725	
-0.4058927364765738	-0.3175188824136685	
-0.3994989373968906	-0.326549616259933	
-0.3931051383172073	-0.3386513512379757	
-0.3867113392375241	-0.3542125810856314	
-0.3803175401578409	-0.3746454665846607	
-0.3739237410781576	-0.4016868321320704	
-0.3675299419984744	-0.4344764108066062	
-0.3611361429187911	-0.4735294132851398	
-0.3547423438391079	-0.524858213257646	
-0.3483485447594247	-0.5880409381701974	
-0.3419547456797414	-0.6625375465362751	
-0.3355609466000582	-0.7531949178528633	
-0.329167147520375	-0.8716100913658145	
-0.3227733484406917	-1.037130748805531	
-0.3163795493610085	-1.260826899127748	
