ui	rmin	rmax	fmin	fmax	
0	0.003534335894777918	0.4010812840539534	-0.3878009411994104	0.003534335894777918	
0.03125	0.003534335894777918	0.4010812840539534	-0.3878009411994104	0.003534335894777918	
0.0625	0.003534335894777918	0.4010812840539534	-0.3878009411994104	0.003534335894777918	
0.09375	0.003534335894777918	0.4010812840539534	-0.3878009411994104	0.003534335894777918	
0.125	0.003534335894777918	0.3948696129889662	-0.3878009411994104	0.003534335894777918	
0.15625	0.003534335894777918	0.3886579419239792	-0.3878009411994104	0.003534335894777918	
0.1875	0.003534335894777918	0.376234599794005	-0.3878009411994104	0.003534335894777918	
0.21875	0.003534335894777918	0.3700229287290178	-0.3815892701344233	0.003534335894777918	
0.25	0.003534335894777918	0.3575995865990436	-0.369165928004449	0.003534335894777918	
0.28125	0.003534335894777918	0.3451762444690693	-0.3567425858744748	0.003534335894777918	
0.3125	0.003534335894777918	0.3327529023390952	-0.3505309148094877	0.003534335894777918	
0.34375	0.003534335894777918	0.3203295602091209	-0.3381075726795135	0.003534335894777918	
0.375	0.003534335894777918	0.3141178891441338	-0.3256842305495392	0.003534335894777918	
0.40625	0.003534335894777918	0.3016945470141595	-0.313260888419565	0.003534335894777918	
0.4375	0.003534335894777918	0.2892712048841853	-0.3008375462895908	0.003534335894777918	
0.46875	0.01595381773665776	0.2830595338191983	-0.2884142041596165	-0.01509284076276958	
0.5	0.04080179223356807	0.2892712048841853	-0.2946258752246037	-0.03993950617950866	
0.53125	0.05943153644900338	0.2892712048841853	-0.3008375462895908	-0.06479013279354026	
0.5625	0.08428412738020134	0.2892712048841853	-0.3008375462895908	-0.08342118205146197	
0.59375	0.1029210684865818	0.2892712048841853	-0.3008375462895908	-0.1020561939222796	
0.625	0.0904938003039676	0.2892712048841853	-0.3008375462895908	-0.09584847737372612	
0.65625	0.07807244686900973	0.2892712048841853	-0.2946258752246037	-0.08342751036783477	
0.6875	0.05943677481037219	0.2892712048841853	-0.2946258752246037	-0.06479210266162312	
0.71875	0.04080176521605711	0.2892712048841853	-0.2946258752246037	-0.04615643465527876	
0.75	0.02216780583649849	0.2892712048841853	-0.2946258752246037	-0.02130447682067186	
0.78125	0.003534335894777918	0.2892712048841853	-0.2946258752246037	0.003534335894777918	
0.8125	0.003534335894777918	0.2830595338191983	-0.2946258752246037	0.003534335894777918	
0.84375	0.003534335894777918	0.2830595338191983	-0.2884142041596165	0.003534335894777918	
0.875	0.003534335894777918	0.2768478627542111	-0.2822025330946294	0.003534335894777918	
0.90625	0.003534335894777918	0.270636191689224	-0.2822025330946294	0.003534335894777918	
0.9375	0.003534335894777918	0.3575995865990436	-0.3629542569394619	0.003534335894777918	
0.96875	0.003534335894777918	0.4010812840539534	-0.3878009411994104	0.003534335894777918	
1	0.003534335894777918	0.4010812840539534	-0.3878009411994104	0.003534335894777918	
