0.5	-0.3083225822789167	
0.484375	-1.37028754727807	
0.46875	-2.432252512277224	
0.453125	-4.509516401343308	
0.4375	-6.586780290409391	
0.421875	-6.588131949105426	
0.40625	-6.589483607801462	
0.390625	-6.589483607801462	
0.375	-6.589483607801462	
0.359375	-6.589483607814778	
0.34375	-6.589483607828095	
0.328125	-6.589483607830893	
0.3125	-6.589483607833691	
0.296875	-6.589483607833691	
0.28125	-6.589483607833691	
0.265625	-6.589483607833691	
0.25	-6.589483607833691	
0.234375	-6.589483607833691	
0.21875	-6.589483607833691	
0.203125	-6.58948360783377	
0.1875	-6.589483607833849	
0.171875	-6.589483607850047	
0.15625	-6.589483607866245	
0.140625	-6.589483607871635	
0.125	-6.589483607877026	
0.109375	-6.58948360788135	
0.09375	-6.589483607885675	
0.078125	-6.589483607892061	
0.0625	-6.589483607898447	
0.046875	-6.58948376424853	
0.03125	-6.589483920598613	
0.015625	-6.589505892260568	
0	-6.589527863922525	
