ui	rmin	rmax	fmin	fmax	
0	-0.1171061447108804	-0.008411560356265224	-0.2167428470359444	-0.1171061447108804	
0.03125	-0.1171061447108804	-0.008411560356265224	-0.2167428470359444	-0.1171061447108804	
0.0625	-0.008411560356265224	-0.1623955548586368	-0.2167428470359444	-0.1623954676134549	
0.09375	-0.008411560356265224	-0.135221908769983	-0.2167428470359444	-0.1352218869586875	
0.125	-0.1171061447108804	-0.1080482626813292	-0.2167428470359444	-0.1171061447108804	
0.15625	-0.1171061447108804	-0.08993249862222663	-0.2167428470359444	-0.1171061447108804	
0.1875	-0.1171061447108804	-0.08087461659267536	-0.2167428470359444	-0.1171061447108804	
0.21875	-0.1171061447108804	-0.0718167345631241	-0.2167428470359444	-0.1171061447108804	
0.25	-0.1171061447108804	-0.0718167345631241	-0.2167428470359444	-0.1171061447108804	
0.28125	-0.1171061447108804	-0.08087461659267536	-0.2167428470359444	-0.1171061447108804	
0.3125	-0.1171061447108804	-0.08087461659267536	-0.2167428470359444	-0.1171061447108804	
0.34375	-0.1171061447108804	-0.08993249862222663	-0.2167428470359444	-0.1171061447108804	
0.375	-0.1171061447108804	-0.08993249862222663	-0.2167428470359444	-0.1171061447108804	
0.40625	-0.1171061447108804	-0.0989903806517779	-0.2167428470359444	-0.1171061447108804	
0.4375	-0.1171061447108804	-0.1080482626813292	-0.2167428470359444	-0.1171061447108804	
0.46875	-0.1171061447108804	-0.1171061447108804	-0.2167428470359444	-0.1171061447108804	
0.5	-0.008411560356265224	-0.1261640267404317	-0.2167428470359444	-0.126164015834784	
0.53125	-0.008411560356265224	-0.1261640267404317	-0.2167428470359444	-0.1261639394952498	
0.5625	-0.008411560356265224	-0.135221908769983	-0.2167428470359444	-0.1352218869586875	
0.59375	-0.008411560356265224	-0.1442797907995342	-0.2167428470359444	-0.1442797798938865	
0.625	-0.008411560356265224	-0.1442797907995342	-0.2167428470359444	-0.1442797035543524	
0.65625	-0.008411560356265224	-0.1533376728290855	-0.2167428470359444	-0.1533376437473582	
0.6875	-0.008411560356265224	-0.1623955548586368	-0.2167428470359444	-0.162395543952989	
0.71875	-0.008411560356265224	-0.1623955548586368	-0.2167428470359444	-0.1623954676134549	
0.75	-0.008411560356265224	-0.171453436888188	-0.2167428470359444	-0.1714534150768926	
0.78125	-0.008411560356265224	-0.1805113189177393	-0.2167428470359444	-0.1805113116473075	
0.8125	-0.008411560356265224	-0.1805113189177393	-0.2167428470359444	-0.180511289836012	
0.84375	-0.008411560356265224	-0.1895692009472906	-0.2167428470359444	-0.1895691954944667	
0.875	-0.008411560356265224	-0.1895692009472906	-0.2167428470359444	-0.1895691573246996	
0.90625	-0.008411560356265224	-0.1986270829768418	-0.2167428470359444	-0.1986270705132444	
0.9375	-0.008411560356265224	-0.1986270829768418	-0.2167428470359444	-0.19862699573166	
0.96875	-0.008411560356265224	-0.2076849650063931	-0.2167428470359444	-0.2076849213838022	
1	-0.1171061447108804	-0.008411560356265224	-0.2167428470359444	-0.1171061447108804	
