0	0	0	0	
6.25e-12	-4648.573492804786	-4648.573483923002	-4648.573483923003	
1.25e-11	-8022.800557228038	-8022.800570550715	-8022.800570550718	
1.875e-11	-7671.448229995549	-7671.448233326218	-7671.448233326221	
2.5e-11	-6469.287199273309	-6469.28719594264	-6469.287195942642	
3.125e-11	-5207.880405810882	-5207.880402480213	-5207.880402480214	
3.75e-11	-4221.746500165938	-4221.74649017393	-4221.746490173931	
4.375e-11	-3421.93835600746	-3421.93835600746	-3421.93835600746	
5e-11	-2737.208445457995	-2737.208445457995	-2737.208445457996	
5.624999999999999e-11	-2136.788140871815	-2136.788164186499	-2136.788164186499	
6.249999999999999e-11	-1786.850066798351	-1786.850043483668	-1786.850043483668	
6.875e-11	-1426.54486667836	-1426.544876670367	-1426.544876670367	
7.5e-11	-1133.070268721781	-1133.070258729774	-1133.070258729774	
8.125e-11	-815.1468477990414	-815.1468566808256	-815.1468566808256	
8.750000000000001e-11	-609.2906712495961	-609.2906690291501	-609.2906690291501	
9.375000000000001e-11	-453.3389619254535	-453.3389641458996	-453.3389641458996	
1e-10	-323.8566659291653	-323.8566481655969	-323.8566481655969	
1.0625e-10	-221.0288740922551	-221.0288563286867	-221.0288563286867	
1.125e-10	-163.9131241848449	-163.9131241848449	-163.9131241848449	
1.1875e-10	-109.5870361123021	-109.5870361123021	-109.5870361123021	
1.25e-10	-1.147665296131095	-1.147665296131095	-1.147665296131095	
1.3125e-10	34.33020423493344	34.33020423493344	34.33020423493344	
1.375e-10	14.1186029534169	14.1186029534169	14.1186029534169	
1.4375e-10	17.81519598509358	17.81519598509358	17.81519598509358	
1.500000000000001e-10	15.63468021714699	15.63468021714699	15.63468021714699	
1.562500000000001e-10	-83.59698266957466	-83.59698266957466	-83.59698266957466	
1.625000000000001e-10	-128.8703166402167	-128.8703166402167	-128.8703166402167	
1.687500000000001e-10	-120.7466904240562	-120.7466904240562	-120.7466904240562	
1.750000000000001e-10	-109.983471219266	-109.983471219266	-109.983471219266	
1.812500000000001e-10	-84.15112273674235	-84.15112273674235	-84.15112273674235	
1.875000000000001e-10	-94.98144382114029	-94.98144382114029	-94.98144382114029	
1.937500000000001e-10	-45.90711921714844	-45.90711921714844	-45.90711921714844	
2.000000000000001e-10	-15.57561968290636	-15.57561968290636	-15.57561968290636	
2.062500000000001e-10	17.75305125128967	17.75305125128967	17.75305125128967	
2.125000000000001e-10	51.73235284594523	51.73235284594523	51.73235284594523	
2.187500000000001e-10	65.33993124335758	65.33993124335758	65.33993124335758	
2.250000000000001e-10	17.77414881942796	17.77414881942796	17.77414881942796	
2.312500000000001e-10	-12.12680511564139	-12.12680511564139	-12.12680511564139	
2.375000000000001e-10	-8.028532283432872	-8.028532283432872	-8.028532283432872	
2.437500000000001e-10	-66.37082994310397	-66.37082994310397	-66.37082994310397	
2.500000000000001e-10	-126.9674154702461	-126.9674154702461	-126.9674154702461	
2.562500000000001e-10	-106.4882892975934	-106.4882892975934	-106.4882892975934	
2.625000000000001e-10	-31.23160174922768	-31.23160174922768	-31.23160174922768	
2.687500000000001e-10	0.7539868729361814	0.7539868729361814	0.7539868729361814	
