0	1	
6.25e-12	1	
1.25e-11	1	
1.875e-11	1	
2.5e-11	1	
3.125e-11	1	
3.75e-11	1	
4.375e-11	1	
5e-11	1	
5.624999999999999e-11	1	
6.249999999999999e-11	1	
6.875e-11	1	
7.5e-11	1	
8.125e-11	1	
8.750000000000001e-11	1	
9.375000000000001e-11	1	
1e-10	1	
1.0625e-10	1	
1.125e-10	1	
1.1875e-10	1	
1.25e-10	1	
1.3125e-10	1	
1.375e-10	1	
1.4375e-10	1	
1.500000000000001e-10	1	
1.562500000000001e-10	1	
1.625000000000001e-10	1	
1.687500000000001e-10	1	
1.750000000000001e-10	1	
1.812500000000001e-10	1	
1.875000000000001e-10	1	
1.937500000000001e-10	1	
2.000000000000001e-10	1	
2.062500000000001e-10	1	
2.125000000000001e-10	1	
2.187500000000001e-10	1	
2.250000000000001e-10	1	
2.312500000000001e-10	1	
2.375000000000001e-10	1	
2.437500000000001e-10	1	
2.500000000000001e-10	1	
2.562500000000001e-10	1	
2.625000000000001e-10	1	
2.687500000000001e-10	1	
2.750000000000001e-10	1	
2.812500000000001e-10	1	
2.875000000000001e-10	1	
2.937500000000001e-10	1	
3.000000000000002e-10	1	
3.062500000000002e-10	1	
3.125000000000002e-10	1	
3.187500000000002e-10	1	
3.250000000000002e-10	1	
3.312500000000002e-10	1	
3.375000000000002e-10	1	
3.437500000000002e-10	1	
3.500000000000002e-10	1	
3.562500000000002e-10	1	
3.625000000000002e-10	1	
3.687500000000002e-10	1	
3.750000000000002e-10	1	
3.812500000000002e-10	1	
3.875000000000002e-10	1	
3.937500000000002e-10	1	
4.000000000000002e-10	1	
4.062500000000002e-10	1	
4.125000000000002e-10	1	
4.187500000000002e-10	1	
4.250000000000002e-10	1	
4.312500000000002e-10	1	
4.375000000000002e-10	1	
4.437500000000003e-10	1	
4.500000000000003e-10	1	
4.562500000000003e-10	1	
4.625000000000003e-10	1	
4.687500000000003e-10	1	
4.750000000000002e-10	1	
4.812500000000002e-10	1	
4.875000000000001e-10	1	
4.937500000000001e-10	1	
5e-10	1	
5.0625e-10	1	
5.124999999999999e-10	1	
5.187499999999999e-10	1	
5.249999999999998e-10	1	
5.312499999999998e-10	1	
5.374999999999997e-10	1	
5.437499999999997e-10	1	
5.499999999999997e-10	1	
5.562499999999996e-10	1	
5.624999999999996e-10	1	
5.687499999999995e-10	1	
5.749999999999995e-10	1	
5.812499999999994e-10	1	
5.874999999999994e-10	1	
5.937499999999993e-10	1	
5.999999999999993e-10	1	
6.062499999999992e-10	1	
6.124999999999992e-10	1	
6.187499999999991e-10	1	
6.249999999999991e-10	1	
6.31249999999999e-10	1	
6.37499999999999e-10	1	
6.437499999999989e-10	1	
6.499999999999989e-10	1	
6.562499999999988e-10	1	
6.624999999999988e-10	1	
6.687499999999988e-10	1	
6.749999999999987e-10	1	
6.812499999999987e-10	1	
6.874999999999986e-10	1	
6.937499999999986e-10	1	
6.999999999999985e-10	1	
7.062499999999985e-10	1	
7.124999999999984e-10	1	
7.187499999999984e-10	1	
7.249999999999983e-10	1	
7.312499999999983e-10	1	
7.374999999999982e-10	1	
7.437499999999982e-10	1	
7.499999999999981e-10	1	
7.562499999999981e-10	1	
7.62499999999998e-10	1	
7.68749999999998e-10	1	
7.749999999999979e-10	1	
7.812499999999979e-10	1	
7.874999999999978e-10	1	
