ui	rmin	rmax	fmin	fmax	
0	-0.009546152523344953	0.3857887623923372	-0.3987039593934695	-0.009546152523344953	
0.03125	-0.009546152523344953	0.3857887623923372	-0.3987039593934695	-0.009546152523344953	
0.0625	-0.009546152523344953	0.3857887623923372	-0.3987039593934695	-0.009546152523344953	
0.09375	-0.009546152523344953	0.3857887623923372	-0.3987039593934695	-0.009546152523344953	
0.125	-0.009546152523344953	0.3857887623923372	-0.3987039593934695	-0.009546152523344953	
0.15625	-0.009546152523344953	0.3796116543467796	-0.3925268513479119	-0.009546152523344953	
0.1875	-0.009546152523344953	0.3734345463012222	-0.3801726352567969	-0.009546152523344953	
0.21875	-0.009546152523344953	0.361080330210107	-0.3678184191656818	-0.009546152523344953	
0.25	-0.009546152523344953	0.3549032221645495	-0.3616413111201243	-0.009546152523344953	
0.28125	-0.009546152523344953	0.3425490060734344	-0.3492870950290092	-0.009546152523344953	
0.3125	-0.009546152523344953	0.3301947899823193	-0.3369328789378941	-0.009546152523344953	
0.34375	-0.009546152523344953	0.3240176819367618	-0.3307557708923367	-0.009546152523344953	
0.375	-0.009546152523344953	0.3116634658456467	-0.3184015548012216	-0.009546152523344953	
0.40625	-0.009546152523344953	0.3054863578000893	-0.312224446755664	-0.009546152523344953	
0.4375	0.002806366149814054	0.2993092497545318	-0.299870230664549	-0.01572310134952354	
0.46875	0.0275127419332045	0.2993092497545318	-0.3060473387101065	-0.04043151947159478	
0.5	0.05222116341152389	0.3054863578000893	-0.312224446755664	-0.0651399819765691	
0.53125	0.0769321378917274	0.3116634658456467	-0.3184015548012216	-0.08366958796819901	
0.5625	0.1016410823423842	0.3116634658456467	-0.3184015548012216	-0.1083793839093393	
0.59375	0.120172208548163	0.3116634658456467	-0.3184015548012216	-0.1269093402637046	
0.625	0.116020397303956	0.3116634658456467	-0.3184015548012216	-0.139264903820003	
0.65625	0.1163409958087085	0.3116634658456467	-0.3184015548012216	-0.1330874451092935	
0.6875	0.1078171748389587	0.3116634658456467	-0.3184015548012216	-0.1145536121143717	
0.71875	0.0831087184823104	0.3116634658456467	-0.3184015548012216	-0.08984802666957148	
0.75	0.05222314994430091	0.3116634658456467	-0.312224446755664	-0.05895953987134848	
0.78125	0.02133760568413464	0.3054863578000893	-0.3060473387101065	-0.02807399694455506	
0.8125	-0.009546152523344953	0.2993092497545318	-0.299870230664549	-0.009546152523344953	
0.84375	-0.009546152523344953	0.2931321417089742	-0.2936931226189914	-0.009546152523344953	
0.875	-0.009546152523344953	0.2807779256178591	-0.2875160145734339	-0.009546152523344953	
0.90625	-0.009546152523344953	0.2746008175723015	-0.2751617984823188	-0.009546152523344953	
0.9375	-0.009546152523344953	0.3857887623923372	-0.3925268513479119	-0.009546152523344953	
0.96875	-0.009546152523344953	0.3857887623923372	-0.3987039593934695	-0.009546152523344953	
1	-0.009546152523344953	0.3857887623923372	-0.3987039593934695	-0.009546152523344953	
