*212
volt	          -1	    -0.96875	     -0.9375	    -0.90625	      -0.875	    -0.84375	     -0.8125	    -0.78125	       -0.75	    -0.71875	     -0.6875	    -0.65625	      -0.625	    -0.59375	     -0.5625	    -0.53125	        -0.5	    -0.46875	     -0.4375	    -0.40625	      -0.375	    -0.34375	     -0.3125	    -0.28125	       -0.25	    -0.21875	     -0.1875	    -0.15625	      -0.125	    -0.09375	     -0.0625	    -0.03125	           0	     0.03125	      0.0625	     0.09375	       0.125	     0.15625	      0.1875	     0.21875	        0.25	     0.28125	      0.3125	     0.34375	       0.375	     0.40625	      0.4375	     0.46875	         0.5	     0.53125	      0.5625	     0.59375	       0.625	     0.65625	      0.6875	     0.71875	        0.75	     0.78125	      0.8125	     0.84375	       0.875	     0.90625	      0.9375	     0.96875	
-0.3987039593934695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003153974500679372	0.0005180301601978152	0.0001075282085271632	1.427653651224213e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0003153974500679372	0.0005180301601978152	0.0001075282085271632	1.427653651224213e-05	0	0	0	0	0	0	0	0	0	0	0	0	
-0.3925268513479119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005198425828798321	0.001290557695609092	0.0004988603772653638	9.458205439360411e-05	1.45048146919268e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005198425828798321	0.001290557695609092	0.0004988603772653638	9.458205439360411e-05	1.45048146919268e-05	0	0	0	0	0	0	0	0	0	0	0	
-0.3863497433023544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007273853692191801	0.001817623265577799	0.00105060348003589	0.0002534085230922978	4.532754591227125e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0007273853692191801	0.001817623265577799	0.00105060348003589	0.0002534085230922978	4.532754591227125e-05	0	0	0	0	0	0	0	0	0	0	0	
-0.3801726352567969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000542089367304	0.002194098672698305	0.00155475212985177	0.0005978299664501392	0.0001232909248813778	1.668195846192343e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001000542089367304	0.002194098672698305	0.00155475212985177	0.0005978299664501392	0.0001232909248813778	1.668195846192343e-05	0	0	0	0	0	0	0	0	0	0	
-0.3739955272112394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001326640524348261	0.002632316046586573	0.002085342142420231	0.001117138982082947	0.0003336107379143164	5.746007914662515e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001326640524348261	0.002632316046586573	0.002085342142420231	0.001117138982082947	0.0003336107379143164	5.746007914662515e-05	0	0	0	0	0	0	0	0	0	0	
-0.3678184191656818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001776645100427335	0.003219617681694561	0.00254894736934882	0.001623956028267542	0.0007270538364328309	0.0001742337883800892	2.843445573608275e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001776645100427335	0.003219617681694561	0.00254894736934882	0.001623956028267542	0.0007270538364328309	0.0001742337883800892	2.843445573608275e-05	0	0	0	0	0	0	0	0	0	
-0.3616413111201243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002335067549967263	0.004171347510895198	0.003114792532254056	0.002198586622885288	0.001193021008410979	0.0004226096143687269	9.667714950268136e-05	5.824643289137234e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002335067549967263	0.004171347510895198	0.003114792532254056	0.002198586622885288	0.001193021008410979	0.0004226096143687269	9.667714950268136e-05	5.824643289137234e-06	0	0	0	0	0	0	0	0	
-0.3554642030745667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00292840900290757	0.005269149798058591	0.003911558929865167	0.002676850596045399	0.00172788605017578	0.0008952651041232241	0.0002540144712423393	4.659714631309788e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00292840900290757	0.005269149798058591	0.003911558929865167	0.002676850596045399	0.00172788605017578	0.0008952651041232241	0.0002540144712423393	4.659714631309788e-05	0	0	0	0	0	0	0	0	
-0.3492870950290092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00358285871179854	0.005945299629247019	0.004967450682451573	0.003374616318081234	0.002306265536016362	0.001375334797638576	0.0005762716362512772	0.0001164928657827447	2.193822196694109e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00358285871179854	0.005945299629247019	0.004967450682451573	0.003374616318081234	0.002306265536016362	0.001375334797638576	0.0005762716362512772	0.0001164928657827447	2.193822196694109e-05	0	0	0	0	0	0	0	
-0.3431099869834517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004198165344297149	0.006457306182930906	0.005991612799734881	0.004340067099721607	0.002891897429202906	0.00191101101936034	0.001019849145734168	0.0003708356227417373	6.780904971599975e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004198165344297149	0.006457306182930906	0.005991612799734881	0.004340067099721607	0.002891897429202906	0.00191101101936034	0.001019849145734168	0.0003708356227417373	6.780904971599975e-05	0	0	0	0	0	0	0	
-0.3369328789378941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004822764937378118	0.006574766509952504	0.006493998692033922	0.005316225283746163	0.003800261449284822	0.002524536380571079	0.001488069850188331	0.0008076838694270298	0.0002114046844087051	3.281472396664383e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004822764937378118	0.006574766509952504	0.006493998692033922	0.005316225283746163	0.003800261449284822	0.002524536380571079	0.001488069850188331	0.0008076838694270298	0.0002114046844087051	3.281472396664383e-05	0	0	0	0	0	0	
