volt	          -1	    -0.96875	     -0.9375	    -0.90625	      -0.875	    -0.84375	     -0.8125	    -0.78125	       -0.75	    -0.71875	     -0.6875	    -0.65625	      -0.625	    -0.59375	     -0.5625	    -0.53125	        -0.5	    -0.46875	     -0.4375	    -0.40625	      -0.375	    -0.34375	     -0.3125	    -0.28125	       -0.25	    -0.21875	     -0.1875	    -0.15625	      -0.125	    -0.09375	     -0.0625	    -0.03125	           0	     0.03125	      0.0625	     0.09375	       0.125	     0.15625	      0.1875	     0.21875	        0.25	     0.28125	      0.3125	     0.34375	       0.375	     0.40625	      0.4375	     0.46875	         0.5	     0.53125	      0.5625	     0.59375	       0.625	     0.65625	      0.6875	     0.71875	        0.75	     0.78125	      0.8125	     0.84375	       0.875	     0.90625	      0.9375	     0.96875	           1	
-0.3066115901685383	4.96304313249785e-19	4.397426730060084e-18	3.493100527680258e-18	0	1.000398996581627e-18	0	0	4.107723608865532e-19	7.863872848605778e-19	0	0	0	4.97199994169218e-19	0	0	0	1.266935720393394e-18	0	0	4.95676790023139e-19	0	3.865126346605752e-20	0	0	0	2.536702251863725e-19	3.106975003774149e-18	0	2.951829565423753e-18	1.234784028024833e-18	3.789855579384857e-18	0	2.675763059933527e-18	3.764513855512751e-18	3.7250194623442e-18	2.709435803263771e-18	3.488133222280714e-18	0	1.651418971147283e-18	3.726467553936441e-18	1.693138911635567e-18	5.016774141098333e-19	0	0	0	0	0	1.995986516425216e-18	6.33467860196697e-19	0	0	1.487030370069417e-18	0	6.488584734166906e-19	0	0	0	2.373079974801865e-19	8.880035305577477e-19	2.444360435055543e-18	1.977830059890714e-18	0	0	0	4.96304313249785e-19	
-0.3016540595922345	0	1.39771771226664e-18	0	2.265324260319278e-18	9.71398973201263e-19	0	6.598081504735095e-19	0	0	0	0	2.489918656901576e-19	1.740199979592263e-18	0	1.799624644314569e-18	2.744481460084673e-18	4.355091538852292e-18	3.512046148390434e-18	2.896535790090934e-18	1.610949567575202e-18	0	0	0	0	1.999668209461718e-18	1.15250234576489e-18	1.855230872661494e-18	9.675528798143018e-19	0	0	0	2.565391235449415e-18	1.984820498862643e-18	0	1.169857046057582e-18	1.029692845599672e-18	0	0	6.598081504735097e-19	0	0	0	0	0	0	1.572319898574727e-18	0	1.496989887318912e-18	2.019178804376972e-18	5.619273837424695e-18	3.137913772598512e-18	2.35446475260991e-18	8.672079538308415e-19	0	0	0	0	1.296565138985501e-18	3.401256599879407e-18	3.225176266047674e-18	2.224394571112977e-18	0	0	2.368736888725828e-18	0	
-0.2966965290159307	0	6.451004825846031e-19	0	8.237542764797375e-19	0	8.975096956441848e-19	1.319616300947019e-18	0	1.28654849848308e-18	0	7.842106314344302e-19	0	0	0	0	1.621739044595488e-18	3.325706266032659e-18	1.05361384451713e-18	0	1.487030370069417e-18	0	2.543909509946783e-19	0	0	1.142667548263839e-18	1.440627932206112e-19	6.184102908871648e-19	1.77384694632622e-18	1.197750922906988e-18	0	1.636431285071666e-18	0	6.616068329542143e-18	0	0	0	0	0	3.299040752367548e-18	1.702306543892616e-18	1.000648832153507e-18	2.756839961329196e-19	1.699123034774599e-18	0	0	0	0	0	4.434275021376879e-18	2.107227689034261e-18	1.931023860060623e-18	3.965414320185112e-18	3.716605516417892e-19	2.543909509946783e-19	0	0	0	2.881255864412226e-18	1.546025727217912e-18	9.67552879814302e-19	0	0	0	0	0	
-0.2917389984396269	4.00043452051183e-18	0	0	1.235631414719606e-18	3.885595892805052e-18	0	2.639232601894038e-18	0	0	1.378419980664598e-19	0	2.738910522591734e-18	0	0	3.359299336053862e-18	0	0	0	2.413779825075778e-19	0	0	0	5.310728764924363e-19	2.677312891998532e-19	2.285335096527677e-18	9.364081559339732e-19	2.608918414680226e-18	1.77384694632622e-18	0	1.123316100086807e-18	0	2.99295644135765e-18	7.939281995450571e-18	5.590870830822426e-18	0	0	0	0	3.958848902841058e-18	2.785592526369735e-18	0	0	0	0	0	1.572319898574727e-18	3.359299336053863e-18	0	3.959174126229356e-18	1.404818459356174e-18	0	0	0	0	0	0	1.428334435329799e-19	1.584690725426724e-18	2.193424000490413e-18	3.628323299303632e-18	2.395501845813975e-18	2.62107090020255e-18	0	0	4.00043452051183e-18	
-0.2867814678633231	1.777970898005258e-18	1.075167470974338e-18	6.381038433041359e-19	0	3.497036303524547e-18	0	0	0	1.0721237487359e-18	4.135259941993794e-19	1.176315947151645e-18	2.614414589746655e-18	0	0	0	0	2.692238405835962e-18	1.170682049463478e-18	2.896535790090934e-18	0	1.238868505472631e-18	1.653541181465409e-18	0	1.874119024398972e-18	2.856668870659597e-19	0	2.782846308992242e-18	4.837764399071509e-19	0	2.246632200173614e-18	2.045539106339582e-18	0	4.851783441664239e-18	1.935301441438532e-18	0	8.237542764797375e-19	3.885595892805053e-18	0	0	2.321327105308112e-18	5.717993326591466e-19	0	0	0	0	0	0	4.98996629106304e-19	2.533871440786788e-18	9.950797420439565e-19	2.172401842568201e-18	2.478383950115695e-18	4.955474021890523e-19	0	2.655364382462181e-19	0	1.856834765928738e-18	1.728753518647335e-18	3.555859172601199e-18	3.225176266047674e-18	0	0	6.136617337478462e-19	0	1.777970898005258e-18	
-0.2818239372870193	2.666956347007886e-18	0	0	0	1.554238357122021e-18	0	2.639232601894038e-18	0	0	2.756839961329196e-19	0	3.121113036426125e-16	4.119737001686868e-14	4.03878183916355e-14	4.00625239818732e-14	4.134636169111925e-14	1.989089081017629e-16	1.521886664302522e-18	2.1724018425682e-18	1.487030370069417e-18	0	0	0	0	2.571001983593637e-18	3.025318657632836e-18	1.623327013578808e-18	1.612588133023836e-18	0	0	0	8.123738912256479e-18	0	2.580401921918043e-18	2.127012811013786e-18	0	0	0	2.969136677130793e-18	7.737757017693708e-19	7.147491658239333e-19	0	0	3.093723931200209e-16	4.119320596691753e-14	4.038733460089748e-14	4.006252398187322e-14	4.134960516920844e-14	2.025513482978939e-16	1.756023074195217e-18	9.655119300303114e-19	1.982707160092556e-18	4.955474021890523e-19	0	0	0	8.570006611978791e-19	2.160941898309169e-18	7.730128636089562e-20	6.450352532095348e-19	0	0	2.863754757489949e-18	8.613588686275737e-18	2.666956347007886e-18	
-0.2768664067107155	0	1.720267953558942e-18	0	4.118771382398688e-19	0	0	0	1.547551403538742e-19	1.429498331647867e-18	3.39642683235757e-16	4.340370581800141e-14	1.902569487813801e-10	2.525912507041806e-08	2.476269201909637e-08	2.456354083849678e-08	2.53503990643773e-08	1.210094433918872e-10	3.707550050650835e-16	1.689645877553045e-18	0	0	0	0	0	1.428334435329798e-18	1.15250234576489e-18	0	2.902658639442905e-18	0	0	0	2.99295644135765e-18	1.764284887877905e-18	0	0	0	3.108476714244042e-18	0	2.969136677130793e-18	2.011816824600364e-18	2.287197330636587e-18	3.437779431777508e-16	4.340357511622951e-14	1.902569480344045e-10	2.525912507116387e-08	2.476269201921732e-08	2.456354083741702e-08	2.535039906113382e-08	1.210094427584193e-10	3.718086189096006e-16	1.448267895045467e-18	0	0	1.017563803978713e-18	7.966093147386543e-19	0	2.285335096527678e-18	8.643767593236677e-19	2.937448881714034e-18	0	6.84429098803993e-19	0	4.091078224985641e-19	0	0	
-0.2719088761344117	0	4.300669883897354e-18	0	0	0	0	0	3.825547069547769e-16	4.747421139335831e-14	2.106526441044808e-10	2.657206148628204e-08	2.637190039603167e-05	0.003498618579012557	0.00342985794136782	0.003402273692689121	0.003511260856656201	1.67732696782705e-05	1.896385861766404e-10	8.013749019251584e-17	1.982707160092556e-18	0	5.087819019893566e-19	1.194913972107982e-18	2.677312891998532e-18	0	5.76251172882445e-19	0	0	0	0	2.863754748875415e-18	5.130782470898829e-18	5.292854663633715e-18	8.601339739726809e-19	2.552415373216543e-18	2.471262829439213e-18	0	0	9.897122257102644e-19	3.831737275161924e-16	4.747335369435932e-14	2.106526435531128e-10	2.657206148484433e-08	2.63719003960267e-05	0.003498618579012557	0.00342985794136782	0.003402273692689121	0.003511260856656199	1.677326967826954e-05	1.896385896886866e-10	7.724095440242492e-17	1.982707160092556e-18	0	0	0	1.874119024398972e-18	8.570006611978791e-19	2.881255864412225e-19	0	0	0	2.246632200173614e-18	4.091078224985641e-19	0	0	
-0.2669513455581078	4.444927245013144e-18	5.160803860676825e-18	0	0	0	0	5.186092062721784e-16	2.364992315851258e-10	2.906212900472801e-08	2.919898955993722e-05	0.003678806527490402	0.003504133446077361	2.633039573716861e-05	2.477381030444226e-08	2.457460680014013e-08	2.642571993185242e-05	0.002212002084317335	2.477486770515556e-05	1.110463946432183e-11	2.106626357598341e-18	0	1.780736656962748e-18	1.4604504103542e-18	2.677312891998532e-19	0	0	1.23682058177433e-18	6.047205498839386e-19	0	7.488774000578713e-19	1.636431285071666e-18	1.710260823632943e-18	2.205356109847381e-18	0	8.508051244055143e-19	0	0	0	5.156400695950477e-16	2.364992309661052e-10	2.906212900415621e-08	2.919898955993737e-05	0.003678806527490401	0.003504133446077361	2.633039573716912e-05	2.477381030008815e-08	2.457460679762067e-08	2.642571993184942e-05	0.002212002084317335	2.477486770515626e-05	1.110463801605394e-11	2.60230314762148e-18	0	2.035127607957427e-18	0	0	0	0	2.164436018105077e-18	0	6.84429098803993e-19	0	0	2.584076605882721e-18	4.444927245013144e-18	
