ui	rmin	rmax	fmin	fmax	
0	0.005712836138601629	0.2882920789879186	-0.2768664067107155	0.005712836138601629	
0.03125	0.005712836138601629	0.2882920789879186	-0.2719088761344117	0.005712836138601629	
0.0625	0.005712836138601629	0.283334548411615	-0.2669513455581078	0.005712836138601629	
0.09375	0.005712836138601629	0.283334548411615	-0.2570362844055002	0.005712836138601629	
0.125	0.005712836138601629	0.283334548411615	-0.2570362844055002	0.005712836138601629	
0.15625	0.005712836138601629	0.2783770178353111	-0.2570362844055002	0.005712836138601629	
0.1875	0.005712836138601629	0.2783770178353111	-0.2570362844055002	0.005712836138601629	
0.21875	0.02587080295857704	0.2734194872590073	-0.2570362844055002	-0.00998949060397976	
0.25	0.0457010226475868	0.2734194872590073	-0.2570362844055002	-0.02462296437627561	
0.28125	0.06057361458530465	0.2734194872590073	-0.2570362844055002	-0.04469220559091616	
0.3125	0.07544617402232351	0.2684619566827035	-0.2570362844055002	-0.05956479799061667	
0.34375	0.09031876347548086	0.2684619566827035	-0.2520787538291964	-0.07944299263098485	
0.375	0.1051913566639776	0.2635044261063997	-0.2520787538291964	-0.09431558602453805	
0.40625	0.1200639490830567	0.2635044261063997	-0.2471212232528926	-0.1091881821411907	
0.4375	0.1372506412451145	0.2585468955300958	-0.2471212232528926	-0.126061078295876	
0.46875	0.152925024646508	0.2585468955300958	-0.2421636926765888	-0.1416818735049643	
0.5	0.1628400649696142	0.253589364953792	-0.237206162100285	-0.1515238825623022	
0.53125	0.164388824974251	0.2486318343774881	-0.237206162100285	-0.1554998931313593	
0.5625	0.1495158888624706	0.2486318343774881	-0.2421636926765888	-0.1405492383418284	
0.59375	0.1346432959257473	0.253589364953792	-0.2471212232528926	-0.1324641415887484	
0.625	0.1148131761205678	0.2585468955300958	-0.2520787538291964	-0.1083320448416679	
0.65625	0.09994058099617271	0.2635044261063997	-0.2570362844055002	-0.09345945493789019	
0.6875	0.08011046109283604	0.2684619566827035	-0.2619938149818041	-0.07858686220687551	
0.71875	0.0652378684472445	0.2684619566827035	-0.2669513455581078	-0.05875673936132663	
0.75	0.04540774749221029	0.2684619566827035	-0.2669513455581078	-0.04388414822664667	
0.78125	0.02557762576032031	0.2734194872590073	-0.2719088761344117	-0.02405402457697194	
0.8125	0.01544846237477435	0.2734194872590073	-0.2719088761344117	-0.01189042738813219	
0.84375	0.005712836138601629	0.2783770178353111	-0.2768664067107155	0.005712836138601629	
0.875	0.005712836138601629	0.2783770178353111	-0.2768664067107155	0.005712836138601629	
0.90625	0.005712836138601629	0.283334548411615	-0.2768664067107155	0.005712836138601629	
0.9375	0.005712836138601629	0.283334548411615	-0.2768664067107155	0.005712836138601629	
0.96875	0.005712836138601629	0.2882920789879186	-0.2768664067107155	0.005712836138601629	
1	0.005712836138601629	0.2882920789879186	-0.2768664067107155	0.005712836138601629	
